index,group_1.0
1617,62.379436
1618,62.578228
1619,62.578228
1620,62.31318
1621,62.46778
1622,62.688683
1623,62.51196
1624,62.688683
1625,62.31318
1626,62.489872
1627,62.445694
1628,62.445694
1629,62.66659
1630,62.578228
1631,62.46778
1632,62.62241
1633,62.40152
1634,62.51196
1635,62.90963
1636,62.379436
1637,62.445694
1638,62.489872
1639,62.53405
1640,62.66659
1641,62.35735
1642,62.224842
1643,62.456764
1644,62.688683
1645,62.335262
1646,62.335262
1647,62.335262
1648,62.423607
1649,62.423607
1650,62.423607
1651,62.335262
1652,62.368393
1653,62.40152
1654,62.688683
1655,62.611366
1656,62.53405
1657,62.545094
1658,62.556137
1659,62.423607
1660,62.379433
1661,62.335262
1662,62.51196
1663,62.48251
1664,62.453056
1665,62.423607
1666,62.688683
1667,62.563515
1668,62.438347
1669,62.31318
1670,62.379436
1671,62.445694
1672,62.600327
1673,62.754963
1674,62.622417
1675,62.489872
1676,62.335262
1677,62.40152
1678,62.489872
1679,62.335262
1680,62.53405
1681,62.489872
1682,62.489872
1683,62.51196
1684,62.60032
1685,62.62241
1686,62.40152
1687,62.51196
1688,62.445694
1689,62.31318
1690,62.51196
1691,62.62241
1692,62.40152
1693,62.335262
1694,62.423607
1695,62.40152
1696,62.53405
1697,62.51196
1698,62.423607
1699,62.423607
1700,62.51196
1701,62.423607
1702,62.60032
1703,62.51196
1704,62.224842
1705,62.60032
1706,62.688683
1707,62.26901
1708,62.335262
1709,62.556137
1710,62.556137
1711,62.246925
1712,62.46778
1713,62.51196
1714,62.31318
1715,62.51196
1716,62.51196
1717,62.60032
1718,62.60032
1719,62.53405
1720,62.46778
1721,62.51196
1722,62.46778
1723,62.423607
1724,62.40152
1725,62.423607
1726,62.445694
1727,62.66659
1728,62.611366
1729,62.556137
1730,62.335262
1731,62.335262
1732,62.335262
1733,62.39048
1734,62.445694
1735,62.60032
1736,62.50092
1737,62.40152
1738,62.335262
1739,62.372074
1740,62.408882
1741,62.445694
1742,62.35735
1743,62.346306
1744,62.335262
1745,62.46778
1746,62.60032
1747,62.335262
1748,62.46778
1749,62.754963
1750,62.46778
1751,62.66659
1752,62.335262
1753,62.46778
1754,62.31318
1755,62.423607
1756,62.51196
1757,62.46778
1758,62.578228
1759,62.35735
1760,62.46778
1761,62.66659
1762,62.51196
1763,62.489872
1764,62.489872
1765,62.335262
1766,62.578228
1767,62.53405
1768,62.31318
1769,62.31318
1770,62.53405
1771,62.489872
1772,62.40152
1773,62.578228
1774,62.688683
1775,62.423607
1776,62.423607
1777,62.47883
1778,62.53405
1779,62.335262
1780,62.534065
1781,62.73287
1782,62.35735
1783,62.434654
1784,62.51196
1785,62.51196
1786,62.45674
1787,62.40152
1788,62.335262
1789,62.412567
1790,62.489872
1791,62.45674
1792,62.423607
1793,62.688683
1794,62.58928
1795,62.489872
1796,62.423607
1797,62.445694
1798,62.467785
1799,62.489872
1800,62.445694
1801,62.5046
1802,62.563503
1803,62.62241
1804,62.53405
1805,62.445694
1806,62.39048
1807,62.335262
1808,62.478836
1809,62.62241
1810,62.60032
1811,62.688683
1812,62.246925
1813,62.60032
1814,62.335262
1815,62.51196
1816,62.6445
1817,62.53405
1818,62.379436
1819,62.335262
1820,62.53405
1821,62.66659
1822,62.423607
1823,62.777058
1824,62.66659
1825,62.66659
1826,62.35735
1827,62.51196
1828,62.291096
1829,62.423607
1830,62.423607
1831,62.158596
1832,62.423607
1833,62.335262
1834,62.6445
1835,62.423607
1836,62.51196
1837,62.556137
1838,62.489872
1839,62.60032
1840,62.40152
1841,62.489872
1842,62.31318
1843,62.246925
1844,62.62241
1845,62.46778
1846,62.31318
1847,62.46778
1848,62.37208
1849,62.27638
1850,62.18068
1851,62.688683
1852,62.570877
1853,62.453068
1854,62.335262
1855,62.489872
1856,62.489872
1857,62.489872
1858,62.489872
1859,62.46778
1860,62.475143
1861,62.48251
1862,62.489872
1863,62.445694
1864,62.47883
1865,62.51196
1866,62.48987
1867,62.46778
1868,62.57823
1869,62.688683
1870,62.26901
