,0
300036,296.3882141113281
300037,296.36102294921875
300038,296.3338623046875
300039,296.3882141113281
300040,296.4969177246094
300041,296.6328125
300042,296.3882141113281
300043,296.4969177246094
300044,296.5240783691406
300045,296.4969177246094
300046,296.2795104980469
300047,296.44256591796875
300048,296.5240783691406
300049,296.3066711425781
300050,296.4697265625
300051,296.4969177246094
300052,296.3882141113281
300053,296.3882141113281
300054,296.4697265625
300055,296.3066711425781
300056,296.3066711425781
300057,296.3066711425781
300058,296.2795104980469
300059,296.44256591796875
300060,296.4697265625
300061,296.3066711425781
300062,296.4153747558594
300063,296.4153747558594
300064,296.4969177246094
300065,296.44256591796875
300066,296.4697265625
300067,296.5784606933594
300068,296.3066711425781
300069,296.3882141113281
300070,296.4969177246094
300071,296.44256591796875
300072,296.3338623046875
300073,296.2795104980469
300074,296.4697265625
300075,296.3066711425781
300076,296.4969177246094
300077,296.4153747558594
300078,296.5784606933594
300079,296.5240783691406
300080,296.4153747558594
300081,296.2795104980469
300082,296.3066711425781
300083,296.4153747558594
300084,296.5240783691406
300085,296.5240783691406
300086,295.4373779296875
300087,295.46453857421875
300088,295.3559265136719
300089,295.3559265136719
300090,295.247314453125
300091,295.27447509765625
300092,295.3016052246094
300093,295.3287658691406
300094,295.111572265625
300095,295.22015380859375
300096,295.27447509765625
300097,295.1930236816406
300098,295.1387023925781
300099,295.3287658691406
300100,295.22015380859375
300101,295.22015380859375
300102,295.4373779296875
300103,295.5460205078125
300104,295.4373779296875
300105,295.3559265136719
300106,295.3287658691406
300107,295.3287658691406
300108,295.111572265625
300109,295.1387023925781
300110,295.3016052246094
300111,295.3287658691406
300112,295.3016052246094
300113,295.3559265136719
300114,295.3287658691406
300115,295.62750244140625
300116,295.27447509765625
300117,295.6546630859375
300118,295.41021728515625
300119,295.27447509765625
300120,295.41021728515625
300121,295.3559265136719
300122,295.3287658691406
300123,295.3830871582031
300124,295.3016052246094
300125,295.1387023925781
300126,295.3016052246094
300127,295.1658630371094
300128,295.3287658691406
300129,295.41021728515625
300130,295.49169921875
300131,295.22015380859375
300132,295.62750244140625
300133,295.57318115234375
300134,295.708984375
300135,295.600341796875
300136,295.6546630859375
300137,295.62750244140625
300138,295.49169921875
300139,295.4373779296875
300140,295.3559265136719
300141,295.3830871582031
300142,295.46453857421875
300143,295.41021728515625
300144,295.57318115234375
300145,295.708984375
300146,295.708984375
300147,295.6546630859375
300148,295.79046630859375
300149,295.51885986328125
300150,295.57318115234375
300151,295.62750244140625
300152,295.8719482421875
300153,295.62750244140625
300154,295.62750244140625
300155,295.3830871582031
300156,295.27447509765625
300157,295.4373779296875
300158,295.3287658691406
300159,295.3830871582031
300160,295.49169921875
300161,294.9486999511719
300162,295.0301208496094
300163,295.111572265625
300164,295.41021728515625
300165,295.3830871582031
300166,295.4373779296875
300167,295.247314453125
300168,295.22015380859375
300169,295.1387023925781
300170,295.08441162109375
300171,294.8944091796875
300172,294.40594482421875
300173,294.2702941894531
300174,294.40594482421875
300175,294.05328369140625
300176,294.05328369140625
300177,294.1075134277344
300178,293.9990234375
300179,294.2160339355469
300180,294.1075134277344
300181,294.18890380859375
300182,294.5687255859375
300183,293.53802490234375
300184,292.7249450683594
300185,292.80621337890625
300186,293.10430908203125
300187,294.6772766113281
300188,294.5958557128906
300189,294.86724853515625
300190,295.0301208496094
300191,294.81298828125
300192,294.9215393066406
300193,294.8944091796875
300194,294.8401184082031
300195,294.78582763671875
300196,294.81298828125
300197,294.78582763671875
300198,294.6230163574219
300199,294.5687255859375
300200,295.817626953125
300201,295.3559265136719
300202,295.27447509765625
300203,295.49169921875
300204,295.22015380859375
300205,294.32452392578125
300206,294.51446533203125
300207,294.4873352050781
300208,294.1346435546875
300209,293.8363037109375
300210,293.15850830078125
300211,293.05010986328125
300212,292.6436767578125
300213,292.318603515625
300214,291.37103271484375
300215,291.2086486816406
300216,291.2086486816406
300217,291.1816101074219
300218,293.5922546386719
300219,292.2915344238281
300220,291.8853454589844
300221,289.9916076660156
300222,289.5862121582031
300223,288.28985595703125
300224,287.4803466796875
300225,286.8870544433594
300226,287.8580322265625
300227,288.6138000488281
300228,288.9378662109375
300229,288.6138000488281
300230,289.1809387207031
300231,287.6422119140625
300232,287.6422119140625
300233,287.3994140625
300234,288.1009216308594
300235,288.31683349609375
300236,287.50732421875
300237,286.45574951171875
300238,286.59051513671875
300239,286.75225830078125
300240,286.8331298828125
300241,287.9389953613281
300242,290.7217102050781
300243,289.93756103515625
300244,290.28900146484375
300245,291.6416931152344
300246,292.6165771484375
300247,293.4295959472656
300248,291.99365234375
300249,293.02301025390625
300250,292.96881103515625
300251,292.2644348144531
300252,291.8041076660156
300253,292.1019592285156
300254,290.18084716796875
300255,290.82989501953125
300256,290.85693359375
300257,291.3439636230469
300258,290.45123291015625
300259,290.8028564453125
300260,291.12750244140625
300261,289.5592041015625
300262,288.9378662109375
300263,288.4518127441406
300264,288.5058288574219
300265,289.2619934082031
300266,288.6138000488281
300267,288.3708190917969
300268,288.64080810546875
300269,290.7487487792969
300270,290.6676025390625
300271,291.8041076660156
300272,290.7217102050781
300273,290.8840026855469
300274,291.04632568359375
300275,290.64056396484375
300276,292.1560974121094
300277,292.5082092285156
300278,291.6146240234375
300279,290.6134948730469
300280,290.3160400390625
300281,290.8840026855469
300282,290.23492431640625
300283,289.80242919921875
300284,290.28900146484375
300285,290.15380859375
300286,289.775390625
